headline,clean,tb_polarity,tb_subjectivity,vader_compound,vader_pos,vader_neg,vader_neu,sentiment
"IPL squads 2026: Jos Buttler, Jofra Archer, Phil Salt and Liam Livingstone among England players signed - Sky Sports","IPL squads 2026: Jos Buttler, Jofra Archer, Phil Salt and Liam Livingstone among England players signed - Sky Sports",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
M Chinnaswamy Stadium gets Karnataka govt nod for hosting IPL 2026 matches - The Economic Times,M Chinnaswamy Stadium gets Karnataka govt nod for hosting IPL 2026 matches - The Economic Times,0.2,0.2,0.0,0.0,0.0,1.0,Neutral
Punjab Kings sign household brand Jaypee as official sponsor ahead of IPL 2026 - cricexec,Punjab Kings sign household brand Jaypee as official sponsor ahead of IPL 2026 - cricexec,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
The rising popularity of IPL betting markets ahead of the new season - Yogonet,The rising popularity of IPL betting markets ahead of the new season - Yogonet,0.13636363636363635,0.45454545454545453,0.4767,0.193,0.0,0.807,Positive
M Chinnaswamy Stadium Cleared To Host RCB's IPL 2026 Home Games After Clearance From Karnataka Government - Outlook India,M Chinnaswamy Stadium Cleared To Host RCB's IPL 2026 Home Games After Clearance From Karnataka Government - Outlook India,0.0,0.0,0.1027,0.072,0.0,0.928,Positive
IPL 2026: What could be Gujarat Titans's strongest XI? - NewsBytes,IPL 2026: What could be Gujarat Titans's strongest XI? - NewsBytes,0.0,0.0,0.4404,0.225,0.0,0.775,Positive
Injury Cloud Over Harshit Rana Ahead of Indian Premier League - parallelsports.in,Injury Cloud Over Harshit Rana Ahead of Indian Premier League - parallelsports.in,0.0,0.0,-0.4215,0.0,0.203,0.797,Negative
Gujarat Titans go digital for IPL 2026; tickets now live on BookMyShow and Titans FAM app - Passionate In Marketing,Gujarat Titans go digital for IPL 2026; tickets now live on BookMyShow and Titans FAM app - Passionate In Marketing,0.028787878787878782,0.45,0.5267,0.152,0.0,0.848,Positive
"Rajasthan Royals tickets, IPL 2026: Where to buy and how to watch RR matches - Rajasthan Royals","Rajasthan Royals tickets, IPL 2026: Where to buy and how to watch RR matches - Rajasthan Royals",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Sunil Gavaskar says Abrar Ahmed signing 'contributes to deaths of Indians' - BBC,Sunil Gavaskar says Abrar Ahmed signing 'contributes to deaths of Indians' - BBC,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Why 19th Season of Indian Premier League Set to be the Biggest Ever? Explained - Asianet Newsable,IPL 2026: Why 19th Season of Indian Premier League Set to be the Biggest Ever? Explained - Asianet Newsable,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"Live Cricket Score, Schedule, Latest News, Stats & Videos - Cricbuzz.com","Live Cricket Score, Schedule, Latest News, Stats & Videos - Cricbuzz.com",0.3181818181818182,0.7,0.0,0.0,0.0,1.0,Neutral
"IPL 2026 impact player options of CSK, MI, RCB, KKR, SRH, RR, PBKS, GT, LSG, DC - In Pics - Zee News","IPL 2026 impact player options of CSK, MI, RCB, KKR, SRH, RR, PBKS, GT, LSG, DC - In Pics - Zee News",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
'Contributing to Indian casualties': Gavaskar hits out at SRH owners signing Pak's Abrar in England's Hundred - WION,'Contributing to Indian casualties': Gavaskar hits out at SRH owners signing Pak's Abrar in England's Hundred - WION,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"Ravindra Jadeja at 4, NO Sam Curran; Ex-CSK Legend Suresh Raina Predicts RR's Playing XI For IPL 2026 - Republic World","Ravindra Jadeja at 4, NO Sam Curran; Ex-CSK Legend Suresh Raina Predicts RR's Playing XI For IPL 2026 - Republic World",0.0,0.0,-0.2808,0.076,0.124,0.801,Negative
'I Left Rajasthan Because...': Sanju Samson Breaks Silence On RR Exit Ahead Of IPL 2026 - News18,'I Left Rajasthan Because...': Sanju Samson Breaks Silence On RR Exit Ahead Of IPL 2026 - News18,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026 player list - all teams' squads - olympics.com,IPL 2026 player list - all teams' squads - olympics.com,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"Who Are The Last Pakistan Players To Play In An IPL Final? Not Shoaib Akhtar, Shahid Afridi - NDTV Sports","Who Are The Last Pakistan Players To Play In An IPL Final? Not Shoaib Akhtar, Shahid Afridi - NDTV Sports",0.0,0.5333333333333333,0.34,0.112,0.0,0.888,Positive
Will Harshit Rana still earn Rs 4 crore despite missing IPL 2026? - Zee News,Will Harshit Rana still earn Rs 4 crore despite missing IPL 2026? - Zee News,-0.2,0.05,0.2235,0.119,0.0,0.881,Positive
IPL 2026: Ishan Kishan likely to lead SRH - The Times of India,IPL 2026: Ishan Kishan likely to lead SRH - The Times of India,0.0,1.0,0.0,0.0,0.0,1.0,Neutral
"Not Suresh Raina, THIS star player gets big role in Dhoni's CSK ahead of IPL 2026 season, name is... - India.Com","Not Suresh Raina, THIS star player gets big role in Dhoni's CSK ahead of IPL 2026 season, name is... - India.Com",0.0,0.1,0.0,0.0,0.0,1.0,Neutral
"Rohit Sharma As Impact Player, No Rickelton And Shardul? Mumbai Indians' Strongest XI For IPL 2026 - News18","Rohit Sharma As Impact Player, No Rickelton And Shardul? Mumbai Indians' Strongest XI For IPL 2026 - News18",0.0,0.0,0.1779,0.137,0.104,0.758,Positive
IPL 2026: Three Players Who Can Replace Harshit Rana In Kolkata Knight Riders Squad - The Sunday Guardian,IPL 2026: Three Players Who Can Replace Harshit Rana In Kolkata Knight Riders Squad - The Sunday Guardian,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"5 players who left Pakistan Super League to join IPL: Blessing Muzarabani, Corbin Bosch and... - Zee News","5 players who left Pakistan Super League to join IPL: Blessing Muzarabani, Corbin Bosch and... - Zee News",0.16666666666666666,0.3333333333333333,0.8519,0.383,0.0,0.617,Positive
"Rajasthan Royals switch to blue jerseys for IPL 2026: Jadeja returns after 17 years, calls squad 'ultra-you... - Bhaskar English","Rajasthan Royals switch to blue jerseys for IPL 2026: Jadeja returns after 17 years, calls squad 'ultra-you... - Bhaskar English",0.0,0.05,0.0,0.0,0.0,1.0,Neutral
"Sunrisers Hyderabad predicted Playing XI and Impact Player for IPL 2026: Travis Head, Abhishek Sharma to open; Ishan Kishan to bat at...;check full lineup - Zee News","Sunrisers Hyderabad predicted Playing XI and Impact Player for IPL 2026: Travis Head, Abhishek Sharma to open; Ishan Kishan to bat at...;check full lineup - Zee News",0.175,0.525,0.2023,0.065,0.0,0.935,Positive
Buying Pak players contributes to death of Indian soldiers: Gavaskar slams SRH owners - India Today,Buying Pak players contributes to death of Indian soldiers: Gavaskar slams SRH owners - India Today,0.0,0.0,-0.5994,0.0,0.206,0.794,Negative
KKR's Harshit Rana is out for most of IPL 2026 after knee surgery: Reports - sportsyaari.com,KKR's Harshit Rana is out for most of IPL 2026 after knee surgery: Reports - sportsyaari.com,0.5,0.5,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Arshdeep Singh set to become first player to achieve THIS feat for Punjab Kings - Mid-day,IPL 2026: Arshdeep Singh set to become first player to achieve THIS feat for Punjab Kings - Mid-day,0.25,0.3333333333333333,0.0,0.0,0.0,1.0,Neutral
Ravindra Jadeja reveals his role at Rajasthan Royals for IPL 2026 - Patrika News,Ravindra Jadeja reveals his role at Rajasthan Royals for IPL 2026 - Patrika News,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Harshit Rana likely to miss major chunk of IPL 2026 - NewsBytes,Harshit Rana likely to miss major chunk of IPL 2026 - NewsBytes,0.03125,0.75,-0.1531,0.0,0.127,0.873,Negative
"Bad news for Shah Rukh Khan's KKR before IPL 2026, star player set to be RULED out due to... - India.Com","Bad news for Shah Rukh Khan's KKR before IPL 2026, star player set to be RULED out due to... - India.Com",-0.4124999999999999,0.5208333333333333,-0.5423,0.0,0.149,0.851,Negative
From Abu Dhabi to the IPL: Yash Punja blazing a trail to cricket's big league - thenationalnews.com,From Abu Dhabi to the IPL: Yash Punja blazing a trail to cricket's big league - thenationalnews.com,0.0,0.1,0.0,0.0,0.0,1.0,Neutral
From Glenn Maxwell to Andre Russell: Players who will miss IPL 2026 - India.Com,From Glenn Maxwell to Andre Russell: Players who will miss IPL 2026 - India.Com,0.0,0.0,-0.1531,0.0,0.11,0.89,Negative
"Former india player backs Sanju Samson for No.3 spot, predicts CSK batting line-up for IPL 2026 - OTTPlay","Former india player backs Sanju Samson for No.3 spot, predicts CSK batting line-up for IPL 2026 - OTTPlay",0.0,0.0,-0.0516,0.0,0.066,0.934,Negative
Aakash Chopra picks Gujarat Titans’ Playing XI ahead of IPL 2026 - Crictoday,Aakash Chopra picks Gujarat Titans’ Playing XI ahead of IPL 2026 - Crictoday,0.0,0.0,0.2023,0.13,0.0,0.87,Positive
‘I’ll hit it’: Samson reveals Sooryavanshi’s fearless chat with Dravid before IPL debut - The Times of India,‘I’ll hit it’: Samson reveals Sooryavanshi’s fearless chat with Dravid before IPL debut - The Times of India,0.0,0.0,0.4404,0.146,0.0,0.854,Positive
IPL 2026: Kishan likely to lead SRH in Cummins's absence - NewsBytes,IPL 2026: Kishan likely to lead SRH in Cummins's absence - NewsBytes,-0.00625,0.5,0.0,0.0,0.0,1.0,Neutral
Harbhajan Singh picks Mumbai Indians’ four overseas players for IPL 2026 - Crictoday,Harbhajan Singh picks Mumbai Indians’ four overseas players for IPL 2026 - Crictoday,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
‘Letting Shreyas Iyer and Phil Salt leave...’: Anil Kumble on KKR’s IPL retention calls - WION,‘Letting Shreyas Iyer and Phil Salt leave...’: Anil Kumble on KKR’s IPL retention calls - WION,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Harbhajan Singh wants THIS player to bring his A game in upcoming edition - Mid-day,IPL 2026: Harbhajan Singh wants THIS player to bring his A game in upcoming edition - Mid-day,-0.1,0.25,0.0,0.0,0.0,1.0,Neutral
From MS Dhoni to Ajinkya Rahane: IPL 2026 Could Be the Last Dance for Several Legends - Open Magazine,From MS Dhoni to Ajinkya Rahane: IPL 2026 Could Be the Last Dance for Several Legends - Open Magazine,0.0,0.18888888888888888,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Sanju Samson sees playing alongside MS Dhoni as an opportunity to learn from CSK's legend - Mid-day,IPL 2026: Sanju Samson sees playing alongside MS Dhoni as an opportunity to learn from CSK's legend - Mid-day,0.0,0.0,0.5574,0.213,0.0,0.787,Positive
"4 overseas players who might start for Mumbai Indians in IPL 2026: Quinton de Kock, Will Jacks and... - Zee News","4 overseas players who might start for Mumbai Indians in IPL 2026: Quinton de Kock, Will Jacks and... - Zee News",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
TATA IPL 2026 - Player Trade updates - IPL,TATA IPL 2026 - Player Trade updates - IPL,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"IPL 2026: Five Foreign Stars Set for Debut, One Gets Surprise Entry - Patrika News","IPL 2026: Five Foreign Stars Set for Debut, One Gets Surprise Entry - Patrika News",-0.125,0.125,0.2732,0.13,0.0,0.87,Positive
5 players with the most wickets in IPL history - India TV News,5 players with the most wickets in IPL history - India TV News,0.5,0.5,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Who all make it to PBKS's best XI? - NewsBytes,IPL 2026: Who all make it to PBKS's best XI? - NewsBytes,1.0,0.3,0.6369,0.276,0.0,0.724,Positive
Vaibhav Sooryavanshi Eyes IPL 2026 Trophy with Rajasthan Royals - The CSR Journal,Vaibhav Sooryavanshi Eyes IPL 2026 Trophy with Rajasthan Royals - The CSR Journal,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"4 overseas players who are likely to start for Delhi Capitals in IPL 2026: Mitchell Starc, Tristan Stubbs and... - Zee News","4 overseas players who are likely to start for Delhi Capitals in IPL 2026: Mitchell Starc, Tristan Stubbs and... - Zee News",0.0,1.0,0.0,0.0,0.0,1.0,Neutral
Top 10 oldest players in IPL 2026 - From MS Dhoni to Rohit Sharma - Zee News,Top 10 oldest players in IPL 2026 - From MS Dhoni to Rohit Sharma - Zee News,0.5,0.5,0.2023,0.101,0.0,0.899,Positive
"IPL 2026: “He should be on ground for 40 overs,” Aakash Chopra, Harbhajan Singh oppose Rohit Sharma’s utilization as Impact Player - Circle Of Cricket","IPL 2026: “He should be on ground for 40 overs,” Aakash Chopra, Harbhajan Singh oppose Rohit Sharma’s utilization as Impact Player - Circle Of Cricket",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Sunil Narine to Hardik Pandya - 5 All-Rounders who can Win MVP Award This Season - myKhel,IPL 2026: Sunil Narine to Hardik Pandya - 5 All-Rounders who can Win MVP Award This Season - myKhel,0.8,0.4,0.8074,0.3,0.0,0.7,Positive
MS Dhoni To Retire After IPL 2026? Ex-CSK Teammate Makes Huge 'On His Way Out' Prediction - NDTV Sports,MS Dhoni To Retire After IPL 2026? Ex-CSK Teammate Makes Huge 'On His Way Out' Prediction - NDTV Sports,0.39999999999999997,0.9,0.3182,0.113,0.0,0.887,Positive
Punjab Kings are back for IPL 2026 and the history working against them is 18 seasons old - sportsyaari.com,Punjab Kings are back for IPL 2026 and the history working against them is 18 seasons old - sportsyaari.com,0.05,0.1,0.0,0.0,0.0,1.0,Neutral
Oldest IPL players in 2026: MS Dhoni tops list at 44 - myKhel,Oldest IPL players in 2026: MS Dhoni tops list at 44 - myKhel,0.0,0.0,0.5106,0.216,0.0,0.784,Positive
"IPL 2026: 5 players who may win Purple Cap this season, they are… - news24online.com","IPL 2026: 5 players who may win Purple Cap this season, they are… - news24online.com",0.8,0.4,0.5859,0.213,0.0,0.787,Positive
IPL 2026: Top Five Highest-Paid Stars Ft. Rishabh Pant - ABP Live English,IPL 2026: Top Five Highest-Paid Stars Ft. Rishabh Pant - ABP Live English,0.21212121212121213,0.3333333333333333,0.2023,0.13,0.0,0.87,Positive
IPL 2026: Here is a look at the updated squads of all 10 teams - sportsyaari.com,IPL 2026: Here is a look at the updated squads of all 10 teams - sportsyaari.com,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
MS Dhoni to bat at no 8 for CSK? ‘Mentor-cum-player’ role predicted in possible final IPL season | Cricket - Hindustan Times,MS Dhoni to bat at no 8 for CSK? ‘Mentor-cum-player’ role predicted in possible final IPL season | Cricket - Hindustan Times,0.0,1.0,-0.296,0.0,0.095,0.905,Negative
KKR Match Tickets: When & how to buy for IPL 2026 first phase - Khel Now,KKR Match Tickets: When & how to buy for IPL 2026 first phase - Khel Now,0.25,0.3333333333333333,0.0,0.0,0.0,1.0,Neutral
IPL 2026: Top Five Active Players With Most Catches - ABP Live English,IPL 2026: Top Five Active Players With Most Catches - ABP Live English,0.2006060606060606,0.42000000000000004,0.5423,0.29,0.0,0.71,Positive
IPL 2026: Who is Pakistani player Abrar Ahmed? Why his signing with Kavya Maran's Sunrisers Leeds in The Hundred sparks controversy - DNA India,IPL 2026: Who is Pakistani player Abrar Ahmed? Why his signing with Kavya Maran's Sunrisers Leeds in The Hundred sparks controversy - DNA India,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Ravindra Jadeja Excited To Play With Rajasthan Royals Youngsters In IPL 2026 After 17-Year Gap - myKhel,Ravindra Jadeja Excited To Play With Rajasthan Royals Youngsters In IPL 2026 After 17-Year Gap - myKhel,0.375,0.75,0.5859,0.242,0.0,0.758,Positive
Five reasons why fans can't wait for the IPL 2026 season to begin - Business Standard,Five reasons why fans can't wait for the IPL 2026 season to begin - Business Standard,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Have CSK taken a risky INR 28.4 crore gamble on Prashant Veer and Kartik Sharma? - sportsyaari.com,Have CSK taken a risky INR 28.4 crore gamble on Prashant Veer and Kartik Sharma? - sportsyaari.com,0.0,0.0,-0.2023,0.0,0.101,0.899,Negative
"Rajasthan Royals unveil blue jerseys for IPL 2026: Ravindra Jadeja homecoming after 17 years, says 'Will share my suggestions with team' - MSN","Rajasthan Royals unveil blue jerseys for IPL 2026: Ravindra Jadeja homecoming after 17 years, says 'Will share my suggestions with team' - MSN",0.0,0.1,0.296,0.091,0.0,0.909,Positive
Most IPL Titles by a Player: Rohit Sharma Leads All-Time Winners List - myKhel,Most IPL Titles by a Player: Rohit Sharma Leads All-Time Winners List - myKhel,0.5,0.5,0.4767,0.193,0.0,0.807,Positive
"Kevin Pietersen recalls how he was caught in middle of ECB vs Lalit Modi when IPL was in its infancy: ‘More money, and miss a couple of Test matches…didn’t matter’ - The Indian Express","Kevin Pietersen recalls how he was caught in middle of ECB vs Lalit Modi when IPL was in its infancy: ‘More money, and miss a couple of Test matches…didn’t matter’ - The Indian Express",0.25,0.25,-0.1531,0.0,0.046,0.954,Negative
Sachin Tendulkar's Unique IPL Record Remains Unbroken For 18 Years - ABP Live English,Sachin Tendulkar's Unique IPL Record Remains Unbroken For 18 Years - ABP Live English,0.17045454545454544,0.5,0.0,0.0,0.0,1.0,Neutral
Former Rajasthan cricketer predicts tough IPL 2026 for Vaibhav Suryavanshi - Crictoday,Former Rajasthan cricketer predicts tough IPL 2026 for Vaibhav Suryavanshi - Crictoday,-0.19444444444444445,0.4166666666666667,-0.128,0.0,0.12,0.88,Negative
"Vaibhav Sooryavanshi sets eyes on Chris Gayle’s 175-run record, IPL trophy - The Indian Express","Vaibhav Sooryavanshi sets eyes on Chris Gayle’s 175-run record, IPL trophy - The Indian Express",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026 retention: Full list of players retained and released - olympics.com,IPL 2026 retention: Full list of players retained and released - olympics.com,0.35,0.55,0.0258,0.091,0.0,0.909,Neutral
Unsold players in IPL 2026 - olympics.com,Unsold players in IPL 2026 - olympics.com,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
What is the cost of RCB's jersey for IPL 2026? - Khel Now,What is the cost of RCB's jersey for IPL 2026? - Khel Now,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Harbhajan Singh opens up on Mumbai Indians' potential playing XI ahead of IPL 2026 - India TV News,Harbhajan Singh opens up on Mumbai Indians' potential playing XI ahead of IPL 2026 - India TV News,0.0,1.0,0.2023,0.096,0.0,0.904,Positive
Unfit or unfair? Why using Rohit Sharma as an Impact player could backfire for Hardik’s MI? - The Financial Express,Unfit or unfair? Why using Rohit Sharma as an Impact player could backfire for Hardik’s MI? - The Financial Express,-0.25,0.5,-0.5362,0.0,0.154,0.846,Negative
Top 10 players to watch in IPL 2026 season - sportco.io,Top 10 players to watch in IPL 2026 season - sportco.io,0.5,0.5,0.2023,0.153,0.0,0.847,Positive
Suryakumar Yadav: Revisiting his record-breaking run in IPL 2025 - NewsBytes,Suryakumar Yadav: Revisiting his record-breaking run in IPL 2025 - NewsBytes,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Top 5 players with most sixes in IPL history - India TV News,Top 5 players with most sixes in IPL history - India TV News,0.5,0.5,0.2023,0.13,0.0,0.87,Positive
Sachin Tendulkar's unique IPL record remains unbroken for 18 years - MSN,Sachin Tendulkar's unique IPL record remains unbroken for 18 years - MSN,0.375,1.0,0.0,0.0,0.0,1.0,Neutral
IPL 2026 auction players list - olympics.com,IPL 2026 auction players list - olympics.com,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Sherfane Rutherford traded to Mumbai Indians from Gujarat Titans - IPL,Sherfane Rutherford traded to Mumbai Indians from Gujarat Titans - IPL,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Virat Kohli to Sanju Samson: 5 Indian Players who can score Multiple Centuries in IPL 2026 - myKhel,Virat Kohli to Sanju Samson: 5 Indian Players who can score Multiple Centuries in IPL 2026 - myKhel,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
5 Players Who Can Quit After IPL 2026 - NDTV Sports,5 Players Who Can Quit After IPL 2026 - NDTV Sports,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
Two T20 World Cup-winning captains but neither will lead MI: Best 11 for Mumbai Indians in IPL 2026 - The Financial Express,Two T20 World Cup-winning captains but neither will lead MI: Best 11 for Mumbai Indians in IPL 2026 - The Financial Express,0.5,0.15,0.7783,0.216,0.0,0.784,Positive
Top Buys from TATA IPL Player Auction 2026 - IPL,Top Buys from TATA IPL Player Auction 2026 - IPL,0.5,0.5,0.2023,0.167,0.0,0.833,Positive
Top 5 best players of CSK in IPL 2026 ft. Sanju Samson - Khel Now,Top 5 best players of CSK in IPL 2026 ft. Sanju Samson - Khel Now,0.75,0.4,0.7184,0.316,0.0,0.684,Positive
"IN PICS | IPL 2026: Shoaib Akhtar, Shoaib Malik, Shahid Afridi And More — Pakistan Players Who Featured in Indian Premier League - NewsX","IN PICS | IPL 2026: Shoaib Akhtar, Shoaib Malik, Shahid Afridi And More — Pakistan Players Who Featured in Indian Premier League - NewsX",0.5,0.5,0.0,0.0,0.0,1.0,Neutral
Top 5 best players of RCB in IPL 2026 - Khel Now,Top 5 best players of RCB in IPL 2026 - Khel Now,0.75,0.4,0.7184,0.375,0.0,0.625,Positive
IPL 2026: Why Sanju Samson being at his best might not go the way CSK are planning - sportsyaari.com,IPL 2026: Why Sanju Samson being at his best might not go the way CSK are planning - sportsyaari.com,1.0,0.3,0.6369,0.189,0.0,0.811,Positive
"Glenn Maxwell to Dinesh Karthik: 7 players with most ducks in IPL history, Rohit Sharma is at... - news24online.com","Glenn Maxwell to Dinesh Karthik: 7 players with most ducks in IPL history, Rohit Sharma is at... - news24online.com",0.5,0.5,0.0,0.0,0.0,1.0,Neutral
"Who are the last Pakistan players to play in an IPL final? Not Shoaib Akhtar, Shahid Afridi - MSN","Who are the last Pakistan players to play in an IPL final? Not Shoaib Akhtar, Shahid Afridi - MSN",0.0,0.5333333333333333,0.34,0.118,0.0,0.882,Positive
Sunil Gavaskar Links Abrar Ahmed Signing to Deaths of Indians - Altitudes Magazine,Sunil Gavaskar Links Abrar Ahmed Signing to Deaths of Indians - Altitudes Magazine,0.0,0.0,0.0,0.0,0.0,1.0,Neutral
"7 oldest players in IPL 2026: MS Dhoni, Sunil Narine, Rohit Sharma…. - news24online.com","7 oldest players in IPL 2026: MS Dhoni, Sunil Narine, Rohit Sharma…. - news24online.com",0.0,0.0,0.0,0.0,0.0,1.0,Neutral
